_id;Source_ID;Reference;BibTeX_reference;Title;Year;Type;Journal;Authors;DOI;Volume;Issue;Pages;Editors;Book_title;URL;Institution;Location;Thesis_type
108;AD1_2006__Diekoetter;DiekÃ¶tter et al. 2006;DiekotterEtAl2006;Effects of landscape elements on the distribution of the rare bumblebee species Bombus muscorum in an agricultural landscape;2006;Journal Article;Biodiversity and Conservation;DiekÃ¶tter, T.;;;;;;;;;;
109;SE2_2008__Dolia;Dolia et al. 2008;DoliaEtAl2008;Adult butterfly communities in coffee plantations around a protected area in the Western Ghats, India;2008;Journal Article;Animal Conservation;Dolia, J.;;;;;;;;;;
110;DL1_2012__Dominguez;DomÃ­nguez et al. 2012;DominguezEtAl2012;Efectos de la extracciÃ³n de turba sobre la composiciÃ³n y estructura de una turbera de Sphagnum explotada y abandonada hace 20 aÃ±os, Chile;2012;Journal Article;Anales Instituto Patagonia (Chile);DomÃ­nguez, Erwin;;;;;;;;;;
111;SE1_2010__Dominguez;Dominguez-Haydar and Armbrecht 2010;DominguezHaydarAndArmbrecht2010;Response of ants and their seed removal in rehabilitation areas and forests at El Cerrejon coal mine in Colombia;2010;Journal Article;Restoration Ecology;Dominguez-Haydar, Yamileth;;;;;;;;;;
112;SC1_2005__Marsh;Doulton et al. 2007;DoultonEtAl2007;Conservation Comores 2005: biodiversity and resource-use assessment and environmental awareness;2007;Report;;Doulton, H.;;;;;;;;;;
113;SH1_2006__Draper;Draper et al. 2006;DraperEtAl2006;Epiphytic bryoflora of the Atlas and Antiatlas Mountains, including a synthesis of the distribution of epiphytic bryophytes in Morocco;2006;Journal Article;Journal of Bryology;Draper, I.;;;;;;;;;;
114;MG1_2009__Dumont;Dumont et al. 2009;DumontEtAl2009;How does grazing intensity influence the diversity of plants and insects in a species-rich upland grassland on basalt soils?;2009;Journal Article;Grass and Forage Science;Dumont, B.;;;;;;;;;;
115;DB1_2010__Dures;Dures and Cumming 2010;DuresAndCumming2010;The confounding influence of homogenising invasive species in a globally endangered and largely urban biome: does habitat quality dominate avian biodiversity?;2010;Journal Article;Biological Conservation;Dures, S. G.;;;;;;;;;;
116;VK1_2011__Edenius;Edenius et al. 2011;EdeniusEtAl2011;Can repeated fertilizer applications to young Norway spruce enhance avian diversity in intensively managed forests?;2011;Journal Article;Ambio;Edenius, Lars;;;;;;;;;;
117;SC1_2008__Eigenbrod;Eigenbrod et al. 2008;EigenbrodEtAl2008;Accessible habitat: an improved measure of the effects of habitat loss and roads on wildlife populations;2008;Journal Article;Landscape Ecology;Eigenbrod, Felix;;;;;;;;;;
118;DB1_2007__Elek;Elek and Lovei 2007;ElekAndLovei2007;Patterns in ground beetle (Coleoptera: Carabidae) assemblages along an urbanisation gradient in Denmark;2007;Journal Article;Acta Oecologica-International Journal of Ecology;Elek, Z.;;;;;;;;;;
119;LK1_2010__Endo;Endo et al. 2010;EndoEtAl2010;Game vertebrate densities in hunted and nonhunted forest sites in Manu National Park, Peru;2010;Journal Article;Biotropica;Endo, W;;;;;;;;;;
120;CC1_2007__Ewers;Ewers et al. 2007;EwersEtAl2007;Synergistic interactions between edge and area effects in a heavily fragmented landscape;2007;Journal Article;Ecology;Ewers, Robert M.;;;;;;;;;;
121;CC1_2013__Ewers;Ewers et al. 2013;EwersEtAl2013;Altered species interactions at forest edges: contrasting edge effects on bumble bees and their phoretic mite loads in temperate forest remnants;2013;Journal Article;Insect Conservation and Diversity;Ewers, Robert M.;;;;;;;;;;
122;TN1_2003__Fabricius;Fabricius et al. 2003;FabriciusEtAl2003;Comparing biodiversity between protected areas and adjacent rangeland in xeric succulent thicket, South Africa: arthropods and reptiles;2003;Journal Article;Journal of Applied Ecology;Fabricius, C.;;;;;;;;;;
123;DI1_2013__Faruk;Faruk et al. 2013;FarukEtAl2013;Effects of oil-palm plantations on diversity of tropical anurans;2013;Journal Article;Conservation Biology;Faruk, A.;;;;;;;;;;
124;HP1_2008__Farwig;Farwig et al. 2008;FarwigEtAl2008;Conservation value of forest plantations for bird communities in western Kenya;2008;Journal Article;Forest Ecology and Management;Farwig, Nina;;;;;;;;;;
125;AD1_2009__Farwig;Farwig et al. 2009;FarwigEtAl2009;Isolation from forest reduces pollination, seed predation and insect scavenging in Swiss farmland;2009;Journal Article;Landscape Ecology;Farwig, Nina;;;;;;;;;;
126;DI1_2010__Fayle;Fayle et al. 2010;FayleEtAl2010;Oil palm expansion into rain forest greatly reduces ant biodiversity in canopy, epiphytes and leaf-litter;2010;Journal Article;Basic and Applied Ecology;Fayle, T. M.;;;;;;;;;;
127;HP1_2003__Felton;Felton et al. 2003;FeltonEtAl2003;Orangutan population density, forest structure and fruit availability in hand-logged and unlogged peat swamp forests in West Kalimantan, Indonesia;2003;Journal Article;Biological Conservation;Felton, A. M.;;;;;;;;;;
128;HW1_2012__Fensham;Fensham et al. 2012;FenshamEtAl2012;The effect of clearing on plant composition in mulga (Acacia aneura) dry forest, Australia;2012;Journal Article;Austral Ecology;Fensham, RJ;;;;;;;;;;
130;TN1_2005__Fermon;Fermon et al. 2005;FermonEtAl2005;Forest use and vertical stratification in fruit-feeding butterflies of Sulawesi, Indonesia: impacts for conservation;2005;Journal Article;Biodiversity and Conservation;Fermon, H.;;;;;;;;;;
131;SC1_2013__Fernandez;Fernandez and Simonetti 2013;FernandezAndSimonetti2013;Small mammal assemblages in fragmented shrublands of urban areas of Central Chile;2013;Journal Article;Urban Ecosystems;Fernandez, Ignacio C.;;;;;;;;;;
132;DL1_2005__Ferreira;Ferreira and Alves 2005;FerreiraAndAlves2005;Impacto da implementaÃ§Ã£o de medidas de gestÃ£o do habitat nas populaÃ§Ãµes de coelho-bravo (Oryctolagus cuniculus algirus) no Parque Natural do Sudoeste Alentejano e Costa Vicentina;2005;Report;;Ferreira, C.;;;;;;;;;;
133;DL1_2005__Ferreira;Ferreira and Alves 2009;FerreiraAndAlves2009;Influence of habitat management on the abundance and diet of wild rabbit (Oryctolagus cuniculus algirus) populations in Mediterranean ecosystems;2009;Journal Article;European Journal of Wildlife Research;Ferreira, C.;;;;;;;;;;
134;DB1_2008__Fiera;Fiera 2008;Fiera2008;Preliminary data on the species diversity of Collembola (Hexapoda: Collembola) along an urban gradient in BucureÈ™ti;2008;Journal Article;"Travaux du Museum National d'Histoire Naturelle ""Grigore Antipa""";Fiera, Cristina;;51;;363-367;;;;;;
135;AD1_2012__Fierro;Fierro et al. 2012;FierroEtAl2012;Effect of biotic factors on the spatial distribution of stingless bees (Hymenoptera: Apidae, Meliponini) in fragmented neotropical habitats;2012;Journal Article;Neotropical Entomology;Fierro, M. M.;;;;;;;;;;
136;AR1_2011__Filgueiras;Filgueiras et al. 2011;FilgueirasEtAl2011;Habitat fragmentation alters the structure of dung beetle communities in the Atlantic forest;2011;Journal Article;Biological Conservation;Filgueiras, BKC;;;;;;;;;;
137;BS1_2009__Firincioglu;Firincioglu et al. 2009;FirinciogluEtAl2009;Assessment of grazing effect on sheep fescue (Festuca valesiaca) dominated steppe rangelands, in the semi-arid Central Anatolian region of Turkey;2009;Journal Article;Journal of Arid Environments;Firincioglu, H. K.;;;;;;;;;;
138;DL1_2010__Flaspohler;Flaspohler et al. 2010;FlaspohlerEtAl2010;Long-term effects of fragmentation and fragment properties on bird species richness in Hawaiian forests;2010;Journal Article;Biological Conservation;Flaspohler, D. J.;;;;;;;;;;
139;SH1_2001__Floren;Floren et al. 2001;FlorenEtAl2001;Anthropogenic disturbance changes the structure of arboreal tropical ant communities;2001;Journal Article;Ecography;Floren, A.;;;;;;;;;;
140;SC1_2014__Fowler;Fowler 2014;Fowler2014;An investigation into bee assemblage change along an urban-rural gradient;2014;Thesis;;Fowler, Robert Edward;;;;176;;;;University of Birmingham;Birmingham, U.K.;PhD
141;AD1_2008__Franzen;FranzÃ©n and Nilsson 2008;FranzenAndNilsson2008;How can we preserve and restore species richness of pollinating insects on agricultural land?;2008;Journal Article;Ecography;FranzÃ©n, Markus;;;;;;;;;;
142;HP1_2007__Fredriksson;Fredriksson et al. 2007;FredrikssonEtAl2007;Impacts of El Nino related drought and forest fires on sun bear fruit resources in lowland dipterocarp forest of East Borneo;2007;Journal Article;Biodiversity and Conservation;Fredriksson, G. M.;;;;;;;;;;
143;GP1_2011__Freire;Freire and Motta 2011;FreireAndMotta2011;Effects of experimental fire regimes on the abundance and diversity of cursorial arachnids of Brazilian savannah (cerrado biome);2011;Journal Article;Journal of Arachnology;Freire, G. D.;;;;;;;;;;
144;SE2_2013__Frizzo;Frizzo and Vasconcelos 2013;FrizzoAndVasconcelos2013;The potential role of scattered trees for ant conservation in an agriculturally dominated neotropical landscape;2013;Journal Article;Biotropica;Frizzo, Tiago L. M.;;;;;;;;;;
145;TN1_2009__Fukuda;Fukuda et al. 2009;FukudaEtAl2009;Bat diversity in the vegetation mosaic around a lowland dipterocarp forest of Borneo;2009;Journal Article;Raffles Bulletin of Zoology;Fukuda, Daisuke;;;;;;;;;;
146;TN1_2009__Furlani;Furlani et al. 2009;FurlaniEtAl2009;Deforestation and the structure of frog communities in the Humedale Terraba-Sierpe, Costa Rica;2009;Journal Article;Zoological Science;Furlani, Dario;;;;;;;;;;
147;SE2_2010__Gaigher;Gaigher and Samways 2010;GaigherAndSamways2010;Surface-active arthropods in organic vineyards, integrated vineyards and natural habitat in the Cape Floristic Region;2010;Journal Article;Journal of Insect Conservation;Gaigher, R.;;;;;;;;;;
148;SE2_2013__Garcia;GarcÃ­a et al. 2013;GarciaEtAl2013;Assessing rodent community responses in disturbed environments of the Chilean Patagonia;2013;Journal Article;Mammalia;GarcÃ­a, Karla P.;;;;;;;;;;
149;SC1_2007__GarciaR;GarcÃ­a-R et al. 2007;GarciaREtAl2007;Relationship between anurans diversity and successional stages of a very humid low montane forest in Valle del Cauca, southwestern of Colombia;2007;Journal Article;Caldasia;GarcÃ­a-R, Juan Carlos;;;;;;;;;;
150;DB1_2010__Garden;Garden et al. 2010;GardenEtAl2010;Multi-scaled habitat considerations for conserving urban biodiversity: native reptiles and small mammals in Brisbane, Australia;2010;Journal Article;Landscape Ecology;Garden, J. G.;;;;;;;;;;
151;HP1_2008__Gardner;Gardner et al. 2008;GardnerEtAl2008;Understanding the biodiversity consequences of habitat change: the value of secondary and plantation forests for neotropical dung beetles;2008;Journal Article;Journal of Applied Ecology;Gardner, Toby A.;;;;;;;;;;
152;HZ1_2013__Garmendia;Garmendia et al. 2013;GarmendiaEtAl2013;Landscape and patch attributes impacting medium- and large-sized terrestrial mammals in a fragmented rain forest;2013;Journal Article;Journal of Tropical Ecology;Garmendia, Adriana;;;;;;;;;;
153;SC1_2008__Gaublomme;Gaublomme et al. 2008;GaublommeEtAl2008;The effects of forest patch size and matrix type on changes in carabid beetle assemblages in an urbanized landscape;2008;Journal Article;Biological Conservation;Gaublomme, Eva;;;;;;;;;;
154;DG1_2012__Ge;Ge et al. 2012;GeEtAl2012;Communities of soil macrofauna in green spaces of an urbanizing city at east China;2012;Journal Article;Revista Chilena De Historia Natural;Ge, B. M.;;;;;;;;;;
155;SC1_2012__GendreauBerthiaume;Gendreau-Berthiaume et al. 2012;GendreauBerthiaumeEtAl2012;Effects of partial cutting and partial disturbance by wind and insects on stand composition, structure and growth in boreal mixedwoods;2012;Journal Article;Forestry;Gendreau-Berthiaume, B.;;;;;;;;;;
156;DI1_2012__GhelerCosta;Gheler-Costa et al. 2012;GhelerCostaEtAl2012;The distribution and abundance of small mammals in agroecosystems of southeastern Brazil;2012;Journal Article;Mammalia;Gheler-Costa, C.;;;;;;;;;;
157;SC2_2012__Giordani;Giordani 2012;Giordani2012;Assessing the effects of forest management on epiphytic lichens in coppiced forests using different indicators;2012;Journal Article;Plant Biosystems;Giordani, P.;10.1080/11263504.2011.654136;146;3;628-637;;;;;;
158;SC1_2010__Giordani;Giordani et al. 2010;GiordaniEtAl2010;Land use intensity drives the local variation of lichen diversity in Mediterranean ecosystems sensitive to desertification;2010;Journal Article;Bibliotheca Lichenologica;Giordani, Paolo;;;;;;;;;;
159;DB1_2004__Giordano;Giordano et al. 2004;GiordanoEtAl2004;Biodiversity and trace element content of epiphytic bryophytes in urban and extraurban sites of southern Italy;2004;Journal Article;Plant Ecology;Giordano, S.;;;;;;;;;;
160;DL1_2010__Golodets;Golodets et al. 2010;GolodetsEtAl2010;Recovery of plant species composition and ecosystem function after cessation of grazing in a Mediterranean grassland;2010;Journal Article;Plant and Soil;Golodets, Carly;;;;;;;;;;
161;HP1_2008__Gomes;Gomes et al. 2008;GomesEtAl2008;Tolerance of frugivorous birds to habitat disturbance in a tropical cloud forest;2008;Journal Article;Biological Conservation;Gomes, Laurens G. L.;;;;;;;;;;
162;AR1_2007__Gottschalk;Gottschalk et al. 2007;GottschalkEtAl2007;Changes in Brazilian Drosophilidae (Diptera) assemblages across an urbanisation gradient;2007;Journal Article;Neotropical Entomology;Gottschalk, Marco S.;;;;;;;;;;
163;KS1_2013__Gould;Gould et al. 2013;GouldEtAl2013;Forest restoration and parasitoid wasp communities in montane Hawai'i;2013;Journal Article;PLOS ONE;Gould, Rachelle K.;;;;;;;;;;
164;AD1_2008__Goulson;Goulson et al. 2008;GoulsonEtAl2008;Diet breadth, coexistence and rarity in bumblebees;2008;Journal Article;Biodiversity and Conservation;Goulson, Dave;;;;;;;;;;
165;AD1_2010__Goulson;Goulson et al. 2010;GoulsonEtAl2010;Effects of land use at a landscape scale on bumblebee nest density and survival;2010;Journal Article;Journal of Applied Ecology;Goulson, Dave;;;;;;;;;;
166;DI1_2005__Gove;Gove et al. 2005;GoveEtAl2005;Methods for conservation outside of formal reserve systems: the case of ants in the seasonally dry tropics of Veracruz, Mexico;2005;Journal Article;Biological Conservation;Gove, A. D.;;;;;;;;;;
167;MJ1_2011__Granjon;Granjon and Duplantier 2011;GranjonAndDuplantier2011;Guinean biodiversity at the edge: rodents in forest patches of southern Mali;2011;Journal Article;Mammalian Biology;Granjon, L;;;;;;;;;;
168;AD1_2013__Grass;Grass et al. 2013;GrassEtAl2013;Additive effects of exotic plant abundance and land-use intensity on plant-pollinator interactions;2013;Journal Article;Oecologia;Grass, I.;;;;;;;;;;
169;HP1_2014__Gray;Gray et al. 2014;GrayEtAl2014;Do riparian reserves support dung beetle biodiversity and ecosystem services in oil palm-dominated tropical landscapes?;2014;Journal Article;Ecology and Evolution;Gray, C. L.;;;;;;;;;;
170;HP1_2008__Grogan;Grogan et al. 2008;GroganEtAl2008;What loggers leave behind: impacts on big-leaf mahogany (Swietenia macrophylla) commercial populations and potential for post-logging recovery in the Brazilian Amazon;2008;Journal Article;Forest Ecology and Management;Grogan, James;;;;;;;;;;
171;YP1_2004__Gu;Gu et al. 2004;GuEtAl2004;Carabid community and its fluctuation in farmland of salinity transforming area in the North China Plain: a case study in Quzhou County, Hebei Province;2004;Journal Article;Biodiversity Science;Gu, Wei-Bin;;;;;;;;;;
172;KS1_2010__Gunawardene;Gunawardene et al. 2010;GunawardeneEtAl2010;Investigating residual effects of selective logging on ant species assemblages in Sinharaja Forest Reserve, Sri Lanka;2010;Journal Article;Forest Ecology and Management;Gunawardene, N. R.;;;;;;;;;;
173;KS1_2009__Gutierrez;Gutierrez et al. 2009;GutierrezEtAl2009;Structural and environmental characterization of old-growth temperate rainforests of northern Chiloe Island, Chile: regional and global relevance;2009;Journal Article;Forest Ecology and Management;Gutierrez, A. G.;;;;;;;;;;
174;SE1_2004__Gutierrez;Gutierrez-Lamus 2004;GutierrezLamus2004;Composition and abundance of Anura in two forest types (natural and planted) in the eastern Cordillera of Colombia;2004;Journal Article;Caldasia;Gutierrez-Lamus, Doris L.;;26;1;245-264;;;;;;
175;MJ1_2010__Haarmeyer;Haarmeyer et al. 2010;HaarmeyerEtAl2010;How does grazing intensity affect different vegetation types in arid Succulent Karoo, South Africa? Implications for conservation management;2010;Journal Article;Biological Conservation;Haarmeyer, DH;;;;;;;;;;
176;AD1_2005__Hanley;Hanley 2005;Hanley2005;Unpublished data of bee diversity in UK croplands;2005;Unpublished Work;;Hanley, Mick E;;;;;;;;;;
177;AD1_2011b_Hanley;Hanley 2011;Hanley2011;Unpublished data of bee diversity in UK croplands and urban habitats;2011;Unpublished Work;;Hanley, Mick E;;;;;;;;;;
178;AD1_2011__Hanley;Hanley et al. 2011;HanleyEtAl2011;Increased bumblebee abundance along the margins of a mass flowering crop: evidence for pollinator spill-over;2011;Journal Article;Oikos;Hanley, M. E.;;;;;;;;;;
179;HP1_2008__Hanson;Hanson et al. 2008;HansonEtAl2008;Pollen dispersal and genetic structure of the tropical tree Dipteryx panamensis in a fragmented Costa Rican landscape;2008;Journal Article;Molecular Ecology;Hanson, Thor R.;;;;;;;;;;
180;MH1_2010__Hashim;Hashim et al. 2010;HashimEtAl2010;Ant diversity in a peninsular Malaysian mangrove forest and oil palm plantation;2010;Journal Article;Asian Myrmecology;Hashim, NR;;;;;;;;;;
181;SE2_2013__Hassan;Hassan et al. 2013;HassanEtAl2013;Human-induced disturbances influence on bird communities of coastal forests in eastern Tanzania;2013;Journal Article;British Journal of Applied Science & Technology;Hassan, Shombe N.;;;;;;;;;;
182;AD1_2007__Hatfield;Hatfield and LeBuhn 2007;HatfieldAndLebuhn2007;Patch and landscape factors shape community assemblage of bumble bees, Bombus spp. (Hymenoptera: Apidae), in montane meadows;2007;Journal Article;Biological Conservation;Hatfield, Richard G.;;;;;;;;;;
183;HP1_2009__Hawes;Hawes et al. 2009;HawesEtAl2009;Diversity and composition of Amazonian moths in primary, secondary and plantation forests;2009;Journal Article;Journal of Tropical Ecology;Hawes, Joseph;;;;;;;;;;
184;LK1_2009__Hayward;Hayward 2009;Hayward2009;Bushmeat hunting in Dwesa and Cwebe nature reserves, Eastern Cape, South Africa;2009;Journal Article;South African Journal of Wildlife Research;Hayward, M. W.;10.3957/056.039.0108;39;1;70-84;;;;;;
185;DB1_2004__Helden;Helden and Leather 2004;HeldenAndLeather2004;Biodiversity on urban roundabouts - Hemiptera, management and the species-area relationship;2004;Journal Article;Basic and Applied Ecology;Helden, A. J.;;;;;;;;;;
186;LK1_2008__Henschel;Henschel 2008;Henschel2008;The Conservation biology of the Leopard Panthera pardus in Gabon: status, threats and strategies for conservation;2008;Thesis;;Henschel, Philipp;;;;;;Mathematisch-Naturwissenschaftlichen FakultÃ¤ten;;Georg-August-UniversitÃ¤t GÃ¶ttingen;GÃ¶ttingen, Germany;PhD
187;DL1_2012__Hernandez;HernÃ¡ndez et al. 2012;HernandezEtAl2012;Empobrecimiento de bosques fragmentados en el norte de la Gran Sabana, Venezuela;2012;Journal Article;Interciencia;HernÃ¡ndez, L.;;;;;;;;;;
188;HZ1_2011__Herrera;Herrera et al. 2011;HerreraEtAl2011;The effects of habitat disturbance on lemurs at Ranomafana National Park, Madagascar;2011;Journal Article;International Journal of Primatology;Herrera, J. P.;;;;;;;;;;
189;AD1_2007__Herrmann;Herrmann et al. 2007;HerrmannEtAl2007;Genetic diversity and mass resources promote colony size and forager densities of a social bee (Bombus pascuorum) in agricultural landscapes;2007;Journal Article;Molecular Ecology;Herrmann, Farina;;;;;;;;;;
190;HP1_2005__Hietz;Hietz 2005;Hietz2005;Conservation of vascular epiphyte diversity in Mexican coffee plantations;2005;Journal Article;Conservation Biology;Hietz, P.;10.1111/j.1523-1739.2005.00145.x;19;2;391-399;;;;;;
191;SE1_2010__Higuera;Higuera and Wolf 2010;HigueraAndWolf2010;Vascular epiphytes in dry oak forests show resilience to anthropogenic disturbance, Cordillera Oriental, Colombia;2010;Journal Article;Caldasia;Higuera, D.;;;;;;;;;;
192;CM1_2012__Hilje;Hilje and Aide 2012;HiljeAndAide2012;Recovery of amphibian species richness and composition in a chronosequence of secondary forests, northeastern Costa Rica;2012;Journal Article;Biological Conservation;Hilje, B.;;;;;;;;;;
193;LH1_2005__Hoffmann;Hoffmann and Zeller 2005;HoffmannAndZeller2005;Influence of variations in land use intensity on species diversity and abundance of small mammals in the Nama Karoo, Namibia;2005;Journal Article;Belgian Journal of Zoology;Hoffmann, A.;;;;;;;;;;
194;HP1_2009__Horgan;Horgan 2009;Horgan2009;Invasion and retreat: shifting assemblages of dung beetles amidst changing agricultural landscapes in central Peru;2009;Journal Article;Biodiversity and Conservation;Horgan, Finbarr G.;10.1007/s10531-009-9658-7;18;13;3519-3541;;;;;;
195;DB1_2007__Hornung;Hornung et al. 2007;HornungEtAl2007;Changes of isopod assemblages along an urban-suburban-rural gradient in Hungary;2007;Journal Article;European Journal of Soil Biology;Hornung, Elisabeth;;;;;;;;;;
196;YP1_2008__Hu;Hu and Cao 2008;HuAndCao2008;Nematode community structure under compost and chemical fertilizer management practice, in the north China plain;2008;Journal Article;Experimental Agriculture;Hu, C.;;;;;;;;;;
197;HP1_2009__Hylander;Hylander and Nemomissa 2009;HylanderAndNemomissa2009;Complementary roles of home gardens and exotic tree plantations as alternative habitats for plants of the Ethiopian montane rainforest;2009;Journal Article;Conservation Biology;Hylander, Kristoffer;;;;;;;;;;
198;VK1_2012__Hylander;Hylander and Weibull 2012;HylanderAndWeibull2012;Do time-lagged extinctions and colonizations change the interpretation of buffer strip effectiveness? - a study of riparian bryophytes in the first decade after logging;2012;Journal Article;Journal of Applied Ecology;Hylander, K.;;;;;;;;;;
199;SC1_2004__Hylander;Hylander et al. 2004;HylanderEtAl2004;Effects of buffer-strip retention and clearcutting on land snails in boreal riparian forests;2004;Journal Article;Conservation Biology;Hylander, K.;;;;;;;;;;
200;SH1_2012__Ims;Ims and Henden 2012;ImsAndHenden2012;Collapse of an arctic bird community resulting from ungulate-induced loss of erect shrubs;2012;Journal Article;Biological Conservation;Ims, R. A.;;;;;;;;;;
201;SE1_2011__Isaacs;Isaacs-Cubides and Urbina-Cardona 2011;IsaacsCubidesAndUrbinaCardona2011;Anthropogenic disturbance and edge effects on anuran assemblages inhabiting cloud forest fragments in Colombia;2011;Journal Article;Natureza & Conservacao;Isaacs-Cubides, Paola Johanna;;;;;;;;;;
202;TN1_2005__Ishida;Ishida et al. 2005;IshidaEtAl2005;Comparison of species composition and richness between primary and secondary lucidophyllous forests in two altitudinal zones of Tsushima Island, Japan;2005;Journal Article;Forest Ecology and Management;Ishida, H.;;;;;;;;;;
203;DB1_2003__Ishitani;Ishitani et al. 2003;IshitaniEtAl2003;Changes in carabid beetle assemblages across an urban-rural gradient in Japan;2003;Journal Article;Ecography;Ishitani, M.;;;;;;;;;;
204;DL1_2010__Jacobs;Jacobs et al. 2010;JacobsEtAl2010;How might intensification of farming influence dung beetle diversity (Coleoptera: Scarabaeidae) in Maputo Special Reserve (Mozambique)?;2010;Journal Article;Journal of Insect Conservation;Jacobs, Carmen T.;;;;;;;;;;
205;SC1_2009__Meyer;Jauker et al. 2013;JaukerEtAl2013;Linking life history traits to pollinator loss in fragmented calcareous grasslands;2013;Journal Article;Landscape Ecology;Jauker, Birgit;;;;;;;;;;
206;AR1_2008__Johnson;Johnson et al. 2008;JohnsonEtAl2008;Land Use and Mosquito Diversity in the Peruvian Amazon;2008;Journal Article;Journal of Medical Entomology;Johnson, M. F.;;;;;;;;;;
207;BS1_2011__Jolli;Jolli and Pandit 2011;JolliAndPandit2011;Monitoring pheasants (Phasianidae) in the western Himalayas to measure the impact of hydro-electric projects;2011;Journal Article;Ring;Jolli, Virat;;;;;;;;;;
208;HW1_2012__Jonsell;Jonsell 2012;Jonsell2012;Old park trees as habitat for saproxylic beetle species;2012;Journal Article;Biodiversity and Conservation;Jonsell, M.;10.1007/s10531-011-0203-0;21;3;619-642;;;;;;
209;MJ1_2009__Joubert;Joubert et al. 2009;JoubertEtAl2009;The effect of ploughing and augmenting natural vegetation with commercial fynbos species on the biodiversity of Overberg Sandstone fynbos on the Agulhas Plain, South Africa;2009;Journal Article;South African Journal of Botany;Joubert, L.;;;;;;;;;;
210;AD1_2009__Julier;Julier and Roulston 2009;JulierAndRoulston2009;Wild bee abundance and pollination service in cultivated pumpkins: farm management, nesting behavior and landscape effects;2009;Journal Article;Journal of Economic Entomology;Julier, H. Esther;;;;;;;;;;
211;VK1_2011__Jung;Jung and Powell 2011;JungAndPowell2011;Spatial distribution of meadow jumping mice (Zapus hudsonius) in logged boreal forest of northwestern Canada;2011;Journal Article;Mammalian Biology;Jung, T. S.;;;;;;;;;;
225;HW1_2012__Korosi;KÅ‘rÃ¶si et al. 2012;KorosiEtAl2012;Effects of grazing, vegetation structure and landscape complexity on grassland leafhoppers (Hemiptera: Auchenorrhyncha) and true bugs (Hemiptera: Heteroptera) in Hungary;2012;Journal Article;Insect Conservation and Diversity;KÅ‘rÃ¶si, ÃdÃ¡m;;;;;;;;;;
212;HP1_2008__Kapoor;Kapoor 2008;Kapoor2008;Effects of rainforest fragmentation and shade-coffee plantations on spider communities in the Western Ghats, India;2008;Journal Article;Journal of Insect Conservation;Kapoor, Vena;10.1007/s10841-006-9062-5;12;1;53-68;;;;;;
213;DB1_2012__Kappes;Kappes et al. 2012;KappesEtAl2012;Urban summer heat load: meteorological data as a proxy for metropolitan biodiversity;2012;Journal Article;Meteorologische Zeitschrift;Kappes, H.;;;;;;;;;;
214;SC2_2012__Kati;Kati et al. 2012;KatiEtAl2012;Butterfly and grasshopper diversity patterns in humid Mediterranean grasslands: the roles of disturbance and environmental factors;2012;Journal Article;Journal of Insect Conservation;Kati, Vassiliki;;;;;;;;;;
215;CM1_2012__Katovai;Katovai et al. 2012;KatovaiEtAl2012;Understory plant species and functional diversity in the degraded wet tropical forests of Kolombangara Island, Solomon Islands;2012;Journal Article;Biological Conservation;Katovai, E.;;;;;;;;;;
216;HP1_2005__Kessler;Kessler et al. 2005;KesslerEtAl2005;Tree diversity in primary forest and different land use systems in Central Sulawesi, Indonesia;2005;Journal Article;Biodiversity and Conservation;Kessler, M.;;;;;;;;;;
217;HP1_2009__Kessler;Kessler et al. 2009;KesslerEtAl2009;Alpha and beta diversity of plants and animals along a tropical land-use gradient;2009;Journal Article;Ecological Applications;Kessler, Michael;;;;;;;;;;
218;HZ1_2012__Kittle;Kittle et al. 2012;KittleEtAl2012;Status and distribution of the leopard in the central hills of Sri Lanka;2012;Journal Article;Cat News;Kittle, Andrew M.;;;;;;;;;;
219;AD1_2009__Knight;Knight et al. 2009;KnightEtAl2009;Bumblebee nest density and the scale of available forage in arable landscapes;2009;Journal Article;Insect Conservation and Diversity;Knight, M. E.;;;;;;;;;;
220;DI1_2004__Knop;Knop et al. 2004;KnopEtAl2004;A comparison of orang-utan density in a logged and unlogged forest on Sumatra;2004;Journal Article;Biological Conservation;Knop, E.;;;;;;;;;;
221;AD1_2008__Kohler;Kohler et al. 2008;KohlerEtAl2008;At what spatial scale do high-quality habitats enhance the diversity of forbs and pollinators in intensively farmed landscapes?;2008;Journal Article;Journal of Applied Ecology;Kohler, Florian;;;;;;;;;;
222;MG1_2004__Koivula;Koivula et al. 2004;KoivulaEtAl2004;Carabid beetles (Coleoptera: Carabidae) at forest-farmland edges in southern Finland;2004;Journal Article;Journal of Insect Conservation;Koivula, Matti;;;;;;;;;;
223;SC1_2004__Kolb;Kolb and Diekmann 2004;KolbAndDiekmann2004;Effects of environment, habitat configuration and forest continuity on the distribution of forest plant species;2004;Journal Article;Journal of Vegetation Science;Kolb, A.;;;;;;;;;;
224;AR1_2010__Kone;Kone et al. 2010;KoneEtAl2010;Diversity and abundance of terrestrial ants along a gradient of land use intensification in a transitional forest-savannah zone of CÃ´te d'Ivoire;2010;Journal Article;Journal of Applied Biosciences;Kone, Mouhamadou;;;;;;;;;;
226;HP1_2003__Krauss;Krauss et al. 2003;KraussEtAl2003;How does landscape context contribute to effects of habitat fragmentation on diversity and population density of butterflies?;2003;Journal Article;Journal of Biogeography;Krauss, J.;;;;;;;;;;
