id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;lat;lon
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p62_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p62_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p62;NA;p62;51.12;3.25;5;5;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;8;15.77;2.0121058977198;588.034891;5;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p63_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p63_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p63;NA;p63;51.12;3.26;5;5;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;5;15.34;1.37876571130319;457.57969;4;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p64_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p64_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p64;NA;p64;51.12;3.25;5;5;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;9;92;1.05154860063244;566.5693038;7;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p65_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p65_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p65;NA;p65;51.12;3.25;5;5;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;12;82;1.24351455011755;840.759781;11;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p66_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p66_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p66;NA;p66;51.12;3.26;5;5;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;8;98.64;0.173704448075168;548.110939;5;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p67_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p67_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p67;NA;p67;51.12;3.26;5;5;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;9;101.2;0.460405509413544;1234.438693;7;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p68_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p68_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p68;NA;p68;51.12;3.25;5;5;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;9;2.06;2.17885505271493;400.618184;5;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p69_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p69_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p69;NA;p69;51.12;3.25;5;5;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;9;99.24;0.304959683060394;638.40972;6;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p7_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p7_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p7;NA;p7;51.12;3.24;1;1;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;productive grassland;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;animal farming;protection;NA;NA;none;0;1;none;protection;community;species;92;15;63.91;2.01404389067045;820.929802;11;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p70_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p70_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p70;NA;p70;51.12;3.26;5;5;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;11;94.38;0.222958532789006;1108.410326;9;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p71_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p71_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p71;NA;p71;51.12;3.26;5;5;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;92;6;96.12;0.251197000899094;605.362134;5;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p8_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p8_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p8;NA;p8;51.12;3.24;1;1;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;productive grassland;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;animal farming;protection;NA;NA;none;0;1;none;protection;community;species;92;20;86.07;2.66729482806243;1359.8729942;16;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p9_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p9_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p9;NA;p9;51.12;3.24;1;1;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;productive grassland;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;Belgium;vascular plants;mix;animal farming;protection;NA;NA;none;0;1;none;protection;community;species;92;11;83.02;2.01962026068204;767.949273;8;0.130434782608696;51.12;3.24
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p1_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p1_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p1;NA;p1;51.06;3.51;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;18;NA;NA;1186.545977561;11;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p10_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p10_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p10;NA;p10;51.13;3.24;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;18;NA;NA;938.811196561;9;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p100_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p100_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p100;NA;p100;51.16;3.88;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;15;NA;NA;712.77077;7;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p1011_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p1011_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p1011;NA;p1011;51.16;3.9;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;8;NA;NA;595.195871561;5;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p102_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p102_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p102;NA;p102;51.14;3.92;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;12;NA;NA;695.736778;6;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p103_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p103_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p103;NA;p103;51.07;3.36;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;12;NA;NA;533.718886;5;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p106_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p106_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p106;NA;p106;51.07;3.36;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;21;NA;NA;1124.121860561;10;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p107_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p107_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p107;NA;p107;51.07;3.36;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;19;NA;NA;952.130116561;9;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p109_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p109_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p109;NA;p109;51.17;4;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;8;NA;NA;0.004167;1;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p11_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p11_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p11;NA;p11;51.12;3.23;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;20;NA;NA;959.620403;8;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p110_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p110_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p110;NA;p110;51.17;3.99;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;5;NA;NA;369.875247561;3;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p115_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p115_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p115;NA;p115;51.15;3.21;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;14;NA;NA;861.427839561;8;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p119_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p119_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p119;NA;p119;51.1;4.05;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;9;NA;NA;335.717408;3;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p12_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p12_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p12;NA;p12;51.12;3.23;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;22;NA;NA;1134.038113561;11;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p123_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p123_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p123;NA;p123;51.14;3.91;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;12;NA;NA;281.749878;3;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p125_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p125_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p125;NA;p125;51.15;3.92;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;18;NA;NA;1109.829818561;11;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p126_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p126_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p126;NA;p126;51.14;3.92;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;15;NA;NA;788.021342561;8;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p128_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p128_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p128;NA;p128;51.07;3.37;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;20;NA;NA;1100.056689561;11;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p137_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p137_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p137;NA;p137;51.17;3.2;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;8;NA;NA;650.524822561;6;0.0319148936170213;51.09;3.47
