"taxon_ori";"id_comm";"id_study";"taxon_level";"taxon_clean";"rank";"error_ident";"error_class";"measurement.taxon_ori";"measurement.id_comm";"measurement.id_study";"measurement.taxon_level";"measurement.taxon_clean";"measurement.rank";"measurement.error_ident";"measurement.error_class";"measurement.measurement";"measurement.metric";"measurement.unidentified";"measurement.count0";"measurement.count";"measurement.kingdom";"measurement.phylum";"measurement.class";"measurement.order";"measurement.family";"measurement.genus";"measurement.IsGymnosperm";"metric";"unidentified";"count0";"count";"kingdom";"phylum";"class";"order";"family";"genus";"IsGymnosperm"
23;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";23;"no rank";91;1;23;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;23;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
23;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";23;"no rank";91;1;23;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;23;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
24;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";24;"no rank";91;1;24;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;24;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
24;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";24;"no rank";91;1;24;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;24;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
24;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";24;"no rank";91;1;24;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;24;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
24;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";24;"no rank";91;1;24;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;24;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
25;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";25;"no rank";91;1;25;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;25;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
25;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";25;"no rank";91;1;25;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;25;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
25;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";25;"no rank";91;1;25;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;25;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
25;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";25;"no rank";91;1;25;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;25;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
26;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";26;"no rank";91;1;26;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;26;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
26;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";26;"no rank";91;1;26;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;26;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
26;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";26;"no rank";91;1;26;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;26;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
26;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";26;"no rank";91;1;26;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;26;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
26;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";26;"no rank";91;1;26;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;26;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
26;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";26;"no rank";91;1;26;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;26;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
27;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";27;"no rank";91;1;27;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;27;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
27;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";27;"no rank";91;1;27;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;27;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
27;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";27;"no rank";91;1;27;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;27;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
27;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";27;"no rank";91;1;27;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;27;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
28;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";28;"no rank";91;1;28;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;28;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
28;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";28;"no rank";91;1;28;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;28;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
28;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";28;"no rank";91;1;28;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;28;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
28;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";28;"no rank";91;1;28;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;28;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
29;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 5_B-5_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 5";29;"no rank";91;1;29;Stark et al. 2006_1 2R Plants random plots or quadrats_age 5_B-5_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 5;29;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
29;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";29;"no rank";91;1;29;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;29;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
29;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";29;"no rank";91;1;29;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;29;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
29;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";29;"no rank";91;1;29;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;29;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
29;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";29;"no rank";91;1;29;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;29;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
29;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";29;"no rank";91;1;29;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;29;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
29;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";29;"no rank";91;1;29;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;29;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
29;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 5_OG_2 (UN-5)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 5";29;"no rank";91;1;29;Stark et al. 2006_1 2R Plants random plots or quadrats_age 5_OG_2 (UN-5)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 5;29;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
30;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";30;"no rank";91;1;30;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;30;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
30;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";30;"no rank";91;1;30;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;30;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
31;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";31;"no rank";91;1;31;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_CC-10_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;31;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
31;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10";31;"no rank";91;1;31;Stark et al. 2006_1 2R Plants random plots or quadrats_age 10_OG_3 (UN-10)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 10;31;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
31;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";31;"no rank";91;1;31;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;31;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
31;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";31;"no rank";91;1;31;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;31;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
31;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";31;"no rank";91;1;31;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;31;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
31;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";31;"no rank";91;1;31;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;31;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
32;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";32;"no rank";91;1;32;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;32;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
32;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";32;"no rank";91;1;32;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_LB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;32;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
32;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";32;"no rank";91;1;32;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;32;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
32;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";32;"no rank";91;1;32;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;32;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
33;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";33;"no rank";91;1;33;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_CC-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;33;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
33;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";33;"no rank";91;1;33;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_SB-1_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;33;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
33;"Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA";"Stark et al. 2006";"CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1";33;"no rank";91;1;33;Stark et al. 2006_1 2R Plants random plots or quadrats_age 1_OG_1 (UN-1)_NA;Stark et al. 2006;CU_Stark et al. 2006_1 2R Plants random plots or quadrats_age 1;33;no rank;91;1;0;frequency;FALSE;2;2;No identified;No identified;No identified;No identified;No identified;No identified;No identified;"frequency";FALSE;2;2;"No identified";"No identified";"No identified";"No identified";"No identified";"No identified";"No identified"
